экран;вкладка;подвкладка;вид (переключатель);основная кнопка;кнопка файл:строка;№;вид элемента;подпись;key;умолчание ni;умолчание al;умолчание fe;мин;макс;шаг;условие показа;в раскрывающемся блоке;форма;в одной строке (st.columns);обязательное;через функцию;подсказка (help);прочее;файл:строка
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;2;подпись;"ThermoGar использует параметры диффузионной подвижности текущей базы и открытую программу Kawin. Исследовательский режим рассчитывает изотермическую одномерную диффузию; это модель, а не экспериментально аттестованная технология.";;;;;;;;;;;;;;;;app/thermogar_diffusion.py:1477
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;3;плашка (error);Модуль диффузии Kawin недоступен. Равновесные функции работают.;;;;;;;;not KAWIN_AVAILABLE;;;;;;;;app/thermogar_diffusion.py:1484
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;4;раскрывающийся блок;Технические сведения (expanded=False);;;;;;;;not KAWIN_AVAILABLE;;;;;;;;app/thermogar_diffusion.py:1487
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;5;подпись (код);./.venv-mac/bin/python -m pip install 'kawin==0.5.0' 'espei==0.9.1' .\.venv-windows\Scripts\python.exe -m pip install kawin==0.5.0 espei==0.9.1;;;;;;;;not KAWIN_AVAILABLE;Технические сведения;;;;;;;app/thermogar_diffusion.py:1488
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;6;подпись;f'Техническая причина: {KAWIN_IMPORT_ERROR}';;;;;;;;not KAWIN_AVAILABLE И KAWIN_IMPORT_ERROR;Технические сведения;;;;;;;app/thermogar_diffusion.py:1494
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;7;подпись;### Однофазная диффузионная пара;;;;;;;;;;;;;;;;app/thermogar_diffusion.py:1508
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;8;подпись;Во всей области принудительно используется одна выбранная фаза. Модель не создаёт новую фазу при пересечении фазовой границы.;;;;;;;;;;;;;;;;app/thermogar_diffusion.py:1509
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;9;выбор;Элемент-основа;kin_single_balance_{база};Ni;Al;Fe;;;;;;;;нет;_common_inputs (thermogar_diffusion.py:1338), вызов thermogar_diffusion.py:1513;;;app/thermogar_diffusion.py:1348
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;10;радио;Единицы исходных составов;kin_single_units_{база};атомные %;атомные %;массовые %;;;;;;;;нет;_common_inputs (thermogar_diffusion.py:1338), вызов thermogar_diffusion.py:1513;;;app/thermogar_diffusion.py:1355
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;11;поле (текст, многострочное);Левая сторона;kin_single_left_{база};Cr=7.7, Al=5.4;Cu=1;C=0.1, Cr=8;;;;;;;st.columns@thermogar_diffusion.py:1364 (колонка 1 из 2);да: стороны различаются хотя бы одной добавкой — thermogar_diffusion.py:421–424, :452–453;_common_inputs (thermogar_diffusion.py:1338), вызов thermogar_diffusion.py:1513;Остаток до 100 % считается элементом-основой.;;app/thermogar_diffusion.py:1366
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;12;поле (текст, многострочное);Правая сторона;kin_single_right_{база};Cr=35.9, Al=6.2;Cu=5;C=0.3, Cr=14;;;;;;;st.columns@thermogar_diffusion.py:1364 (колонка 2 из 2);да: то же — thermogar_diffusion.py:421–424, :452–453;_common_inputs (thermogar_diffusion.py:1338), вызов thermogar_diffusion.py:1513;"Используйте тот же набор элементов; отсутствующий элемент считается равным 0 %.";;app/thermogar_diffusion.py:1373
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;13;поле (число);Температура выдержки, °C;kin_single_temperature_{база};1200;500;900;;;10;;;;;нет;_common_inputs (thermogar_diffusion.py:1338), вызов thermogar_diffusion.py:1513;;;app/thermogar_diffusion.py:1380
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;14;поле (число);Длина области, мкм;kin_single_length_{база};2000;200;100;1;;10;;;;st.columns@thermogar_diffusion.py:1387 (колонка 1 из 4);нет;_common_inputs (thermogar_diffusion.py:1338), вызов thermogar_diffusion.py:1513;;;app/thermogar_diffusion.py:1389
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;15;поле (число);Граница пары, % (1–99);kin_single_interface_{база};50;50;50;1;99;1;;;;st.columns@thermogar_diffusion.py:1387 (колонка 2 из 4);нет;_common_inputs (thermogar_diffusion.py:1338), вызов thermogar_diffusion.py:1513;;;app/thermogar_diffusion.py:1397
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;16;поле (число);Время, ч;kin_single_time_{база};100;24;1;0.001;;1;;;;st.columns@thermogar_diffusion.py:1387 (колонка 3 из 4);нет;_common_inputs (thermogar_diffusion.py:1338), вызов thermogar_diffusion.py:1513;;;app/thermogar_diffusion.py:1406
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;17;поле (число);Ячеек (12–160);kin_single_nodes_{база};80;80;80;12;160;4;;;;st.columns@thermogar_diffusion.py:1387 (колонка 4 из 4);нет;_common_inputs (thermogar_diffusion.py:1338), вызов thermogar_diffusion.py:1513;;;app/thermogar_diffusion.py:1414
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;18;поле (текст, многострочное);Источник и назначение исходных данных диффузии;kin_single_input_provenance_{база};Объявленный сценарий, не данные материала;Объявленный сценарий, не данные материала;Объявленный сценарий, не данные материала;;;;;;;;нет: пустое заменяется строкой по умолчанию — thermogar_diffusion.py:1452–1454;_common_inputs (thermogar_diffusion.py:1338), вызов thermogar_diffusion.py:1513;"Строка попадает в лист «Параметры» Excel, в историю расчётов и в JSON происхождения. Укажите источник состава, температуры и времени; значение по умолчанию помечает их как объявленный сценарий без экспериментальной проверки.";;app/thermogar_diffusion.py:1423
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;19;плашка (error, текст исключения);Исправьте составы пары.;;;;;;;;при исключении;;;;;;;;app/thermogar_diffusion.py:1530
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;20;плашка (error);Для выбранных элементов в базе нет фазы с полным набором параметров подвижности.;;;;;;;;not phase_options;;;;;;;;app/thermogar_diffusion.py:1538
